tienda,mes,center_name,region,zona,postal_code_area,fase,model,estado_veterana,n_dias,uds_dia_media,uds_total_mes,tiempo_efectivo_min,tiempo_con_paradas_min,tiempo_de_paradas_min,prod_efectiva_min_ud,prod_conparadas_min_ud,dif_prod_efectiva_vs_obj,dif_prod_conparadas_vs_obj,caudal_optimo_h,caudal_efectivo_h,caudal_real_h,diferencia_caudal_h,caudal_optimo_h_total,caudal_efectivo_h_total,caudal_real_h_total,diferencia_caudal_h_total
4434,1/4/2026,4434 - Valle De Güímar (Arafo),R05,Z54,Valle De Güímar (Arafo),Veterana,NTC90,Veterana,25,"4.593,08",114.827,"1.463,48","1.564,8","101,32","0,3211","0,3435","0,0061","0,0285","24,11","24,39","26,08","1,97","602,84","609,78",652,"49,16"
4436,1/4/2026,4436 - Avda. España (Ceuta),R06,Z26,Avda. España (Ceuta),Veterana,NTC150,Veterana,24,"7.026,33",168.632,"2.200,96","2.254,88","53,92","0,3128","0,3206",-0,"0,0056","36,89","36,68","37,58","0,693","885,32","880,38","901,95","16,63"
4440,1/4/2026,4440 - C/ Sant Cristófol (Manresa),R02,Z50,C/ Sant Cristófol (Manresa),Veterana,NTC60,No veterana,24,"2.216,08",53.186,"813,08","865,54","52,46","0,3687","0,3922","0,0537","0,0772","11,63","13,55","14,43","2,79","279,23","325,23","346,22","66,99"
4443,1/4/2026,4443 - P. C. Lepesur (Lepe),R05,Z46,P. C. Lepesur (Lepe),Veterana,NTC90,Veterana,24,"3.467,79",83.227,"898,71","1.032,46","133,75","0,2604","0,2995","-0,05","-0,02","18,21","14,98","17,21",-1,"436,94","359,48","412,98","-23,96"
4450,1/4/2026,4450 - Infanta Elena (Lugo),R01,Z38,Infanta Elena (Lugo),Veterana,NTC30,Veterana,25,"1.295,76",32.394,452,"472,48","20,48","0,3511","0,3664","0,0361","0,0514","6,8","7,53","7,88","1,07","170,07","188,33","196,87","26,8"
4454,1/4/2026,4454 - Rambla Guipúscoa (Barcelona),R02,Z10,Rambla Guipúscoa (Barcelona),Veterana,NTC60,Veterana,24,"1.480,21",35.525,"612,38","642,88","30,5","0,4163","0,4372","0,1013","0,1222","7,77","10,21","10,71","2,94","186,51","244,95","257,15","70,64"
4458,1/4/2026,4458 - Cabra (Cabra),R06,Z17,Cabra (Cabra),Veterana,NTC60,Veterana,24,3.541,84.984,"1.020,92","1.031,08","10,17","0,2895","0,2925","-0,03","-0,02","18,59","17,02","17,18","-1,4","446,17","408,37","412,43","-33,73"
4471,1/4/2026,4471 - Ctra. Valladolid (Avila),R09,Z41,Ctra. Valladolid (Avila),Veterana,NTC60,Veterana,24,"1.647,08",39.530,"609,25","635,46","26,21","0,3737","0,3908","0,0587","0,0758","8,65","10,15","10,59","1,94","207,53","243,7","254,18","46,65"
4472,1/4/2026,4472 - Avda. Europa (La Vall D'uixo),R03,Z45,Avda. Europa (La Vall D'uixo),Veterana,NTC120,Veterana,23,"5.447,74",125.298,"1.435,74","1.495,09","59,35","0,2645","0,2753","-0,1","-0,04","28,6","23,93","24,92","-3,68","657,81","550,37","573,12","-84,7"
4476,1/4/2026,4476 - Vera Pueblo (Vera),R07,Z48,Vera Pueblo (Vera),Veterana,NTC120,Veterana,25,"2.342,16",58.554,"619,96","638,88","18,92","0,2662","0,2739","-0,05","-0,04","12,3","10,33","10,65","-1,65","307,41","258,32","266,2","-41,21"
4478,1/4/2026,4478 - Avda. Del Textil (Ontinyent),R03,Z09,Avda. Del Textil (Ontinyent),Veterana,NTC30,Veterana,24,"1.803,87",43.293,"559,29","568,08","8,79","0,3135","0,3188",-0,"0,0038","9,47","9,32","9,47",-0,"227,29","223,72","227,23","-0,1"
4480,1/4/2026,4480 - El Vasco (Oviedo),R09,Z32,El Vasco (Oviedo),Veterana,NTC120,Veterana,25,"6.908,76",172.719,"1.955,8","2.070,8",115,"0,2833","0,3","-0,03",-0,"36,27","32,6","34,51","-1,76","906,77","814,92","862,83","-43,94"
4483,1/4/2026,4483 - Ciempozuelos (Ciempozuelos),R10,Z43,Ciempozuelos (Ciempozuelos),Veterana,NTC120,Veterana,24,"7.362,5",176.700,"2.269,08","2.620,75","351,67","0,31","0,3577",-0,"0,0427","38,65","37,82","43,68","5,03","927,67","907,63","1.048,3","120,63"
4484,1/4/2026,4484 - Castellar Del Vallès (Castellar Del Valles),R02,Z02,Castellar Del Vallès (Castellar Del Valles),Veterana,NTC120,No veterana,24,"4.459,46",107.027,"1.376,96","1.414,38","37,42","0,3079","0,3159",-0,"0,0009","23,41","22,95","23,57","0,161","561,89","550,78","565,75","3,86"
4491,1/4/2026,4491 - Joaquin Rodrigo (Zaragoza),R08,Z22,Joaquin Rodrigo (Zaragoza),Veterana,NTC90,Veterana,24,"5.294,5",127.068,"1.469,75","1.552,79","83,04","0,2781","0,294","-0,04",-0,"27,8","24,5","25,88","-1,92","667,11","587,9","621,12","-45,99"
4493,1/4/2026,4493 - La Almozara (Zaragoza),R08,Z22,La Almozara (Zaragoza),Veterana,NTC90,Veterana,24,"5.049,46",121.187,"1.425,83","1.495,21","69,38","0,2841","0,2981",-0,"-0,02","26,51","23,76","24,92","-1,59","636,23","570,33","598,08","-38,15"
4506,1/4/2026,4506 - La Sedera (Reus),R02,Z05,La Sedera (Reus),Veterana,NTC60,Veterana,24,"3.949,04",94.777,"1.293,46","1.370,63","77,17","0,3292","0,3494","0,0142","0,0344","20,73","21,56","22,84","2,11","497,58","517,38","548,25","50,67"
4508,1/4/2026,4508 - Puerta De Cuartos (Talavera De La Reina),R10,Z55,Puerta De Cuartos (Talavera De La Reina),Veterana,NTC30,Veterana,24,"818,38",19.641,"227,04","231,83","4,79","0,2983","0,3047","-0,02",-0,"4,3","3,78","3,86","-0,43","103,12","90,82","92,73","-10,38"
4509,1/4/2026,4509 - Sabiñánigo (Sabiñanigo),R08,Z44,Sabiñánigo (Sabiñanigo),Aprendiz,NTC30,No veterana,24,"695,83",16.700,"245,58","251,92","6,33","0,3859","0,3947","0,0709","0,0797","3,65","4,09","4,2","0,545","87,68","98,23","100,77","13,09"
4519,1/4/2026,4519 - Rei Jaume Ii (Inca),R04,Z11,Rei Jaume Ii (Inca),Aprendiz,NTC60,No veterana,12,"1.099,25",13.191,"527,83","567,25","39,42","0,4828","0,5158","0,1678","0,2008","5,77","8,8","9,45","3,68","69,25","105,57","113,45","44,2"
4522,1/4/2026,4522 - Alday (Camargo),R09,Z51,Alday (Camargo),Veterana,NTC120,Veterana,25,"6.400,36",160.009,"2.004,84","2.157,44","152,6","0,3141","0,3378",-0,"0,0228","33,6","33,41","35,96","2,35","840,05","835,35","898,93","58,89"
4526,1/4/2026,4526 - Tàrrega (Tarrega),R08,Z44,Tàrrega (Tarrega),Aprendiz,NTC15,No veterana,18,"363,56",6.544,"146,33","151,17","4,83","0,4292","0,4419","0,1142","0,1269","1,91","2,44","2,52","0,611","34,36","43,9","45,35","10,99"
4531,1/4/2026,4531 - Ripollet (Ripollet),R02,Z02,Ripollet (Ripollet),Veterana,NTC90,No veterana,24,"4.734,04",113.617,"1.452,67","1.568,42","115,75","0,308","0,3317",-0,"0,0167","24,85","24,21","26,14","1,29","596,49","581,07","627,37","30,88"
4534,1/4/2026,4534 - Torrero (Zaragoza),R08,Z22,Torrero (Zaragoza),Veterana,NTC60,Veterana,24,"2.669,83",64.076,"737,96","786,83","48,88","0,2794","0,2984","-0,04","-0,02","14,02","12,3","13,11","-0,9","336,4","295,18","314,73","-21,67"
4537,1/4/2026,4537 - Avda. Fuerzas Armadas (Lorca),R07,Z48,Avda. Fuerzas Armadas (Lorca),Veterana,NTC60,Veterana,25,"3.203,64",80.091,980,"1.027,84","47,84","0,3074","0,3219",-0,"0,0069","16,82","16,33","17,13","0,312","420,48","408,33","428,27","7,79"
4544,1/4/2026,4544 - C. C. Jaén Plaza (Jaen),R06,Z47,C. C. Jaén Plaza (Jaen),Veterana,NTC150,Veterana,24,"7.535,83",180.860,"2.249,21","2.326,54","77,33","0,2997","0,3102","-0,02",-0,"39,56","37,49","38,78","-0,79","949,51","899,68","930,62","-18,9"
4556,1/4/2026,4556 - Paseo Del Muelle (Talavera De La Reina),R10,Z55,Paseo Del Muelle (Talavera De La Reina),Veterana,NTC60,Veterana,24,"2.398,83",57.572,"660,25","699,96","39,71","0,2853","0,3026","-0,03","-0,01","12,59",11,"11,67","-0,93","302,25","264,1","279,98","-22,27"
4558,1/4/2026,4558 - Avda. Castellón (Almassora),R03,Z13,Avda. Castellón (Almassora),Veterana,NTC90,Veterana,23,"4.956,83",114.007,"1.413,78","1.472,83","59,04","0,2856","0,2977","-0,03","-0,02","26,02","23,56","24,55","-1,48","598,54","541,95","564,58","-33,95"
4562,1/4/2026,4562 - C/ Acero (Merida),R10,Z31,C/ Acero (Merida),Veterana,NTC90,Veterana,25,"4.468,04",111.701,"1.404,2","1.468,2",64,"0,317","0,3315","0,002","0,0165","23,46","23,4","24,47","1,01","586,43","585,08","611,75","25,32"
4568,1/4/2026,4568 - Polígono Santa Mª De Benquerencia (Toledo),R10,Z55,Polígono Santa Mª De Benquerencia (Toledo),Veterana,NTC90,Veterana,24,"5.148,46",123.563,"1.593,54","1.752,29","158,75","0,3095","0,3406",-0,"0,0256","27,03","26,56","29,2","2,17","648,71","637,42","700,92","52,21"
4569,1/4/2026,4569 - Monzón (Monzón),R08,Z44,Monzón (Monzón),Veterana,NTC60,Veterana,23,"2.483,22",57.114,"814,39","843,7","29,3","0,3297","0,3411","0,0147","0,0261","13,04","13,57","14,06","1,02","299,85","312,18","323,42","23,57"
4570,1/4/2026,4570 - Vecindario (Santa Lucia De Tirajana),R05,Z28,Vecindario (Santa Lucia De Tirajana),Veterana,NTC90,Veterana,25,"4.672,84",116.821,"1.366,2","1.521,16","154,96","0,2926","0,326","-0,02","0,011","24,53","22,77","25,35","0,82","613,31","569,25","633,82","20,51"
4572,1/4/2026,4572 - Retuerto (Barakaldo),R08,Z42,Retuerto (Barakaldo),Veterana,NTC90,Veterana,23,"5.468,35",125.772,1.526,"1.585,22","59,22","0,279","0,2897",-0,"-0,03","28,71","25,43","26,42","-2,29","660,3","584,97","607,67","-52,64"
4579,1/4/2026,4579 - Deltebre (Deltebre),R02,Z05,Deltebre (Deltebre),Veterana,NTC90,Veterana,24,"4.293,21",103.037,"1.335,92","1.409,33","73,42","0,3117","0,3284",-0,"0,0134","22,54","22,27","23,49","0,95","540,94","534,37","563,73","22,79"
4582,1/4/2026,4582 - Prínceps D'espanya (Marratxí),R04,Z11,Prínceps D'espanya (Marratxí),Aprendiz,NTC60,No veterana,12,"1.584,83",19.018,"689,5","723,75","34,25","0,4559","0,4776","0,1409","0,1626","8,32","11,49","12,06","3,74","99,84","137,9","144,75","44,91"
4587,1/4/2026,4587 - C. C. Albacenter (Albacete),R10,Z07,C. C. Albacenter (Albacete),Veterana,NTC90,Veterana,24,"4.089,04",98.137,"1.199,62","1.372,96","173,33","0,2952","0,3387","-0,02","0,0237","21,47","19,99","22,88","1,42","515,22","479,85","549,18","33,96"
4592,1/4/2026,4592 - Carballiño Estación (O Carballiño),R01,Z30,Carballiño Estación (O Carballiño),Veterana,NTC60,Veterana,25,"2.268,84",56.721,"735,72","751,4","15,68","0,3304","0,3366","0,0154","0,0216","11,91","12,26","12,52","0,612","297,79","306,55","313,08","15,3"
4602,1/4/2026,4602 - Parc Comercial Vilanova (Vilanova I La Geltru),R02,Z56,Parc Comercial Vilanova (Vilanova I La Geltru),Veterana,NTC60,Veterana,24,"3.062,33",73.496,"857,42","953,46","96,04","0,2799","0,3113","-0,04",-0,"16,08","14,29","15,89","-0,19","385,85","342,97","381,38","-4,47"
4606,1/4/2026,4606 - La Harinera (Cuenca),R10,Z43,La Harinera (Cuenca),Veterana,NTC60,Veterana,24,"1.999,38",47.985,"587,5","609,58","22,08","0,2931","0,3029","-0,02","-0,01","10,5","9,79","10,16","-0,34","251,92",235,"243,83","-8,1"
4608,1/4/2026,4608 - Avda. De Marià Fortuny (Reus),R02,Z05,Avda. De Marià Fortuny (Reus),Veterana,NTC90,Veterana,24,"3.709,29",89.023,"1.202,88","1.242,58","39,71","0,3252","0,3352","0,0102","0,0202","19,47","20,05","20,71","1,24","467,37","481,15","497,03","29,66"
4623,1/4/2026,4623 - La Cañada (Almeria),R07,Z25,La Cañada (Almeria),Veterana,NTC90,Veterana,25,4.840,121.000,"1.543,88","1.637,12","93,24","0,3185","0,3374","0,0035","0,0224","25,41","25,73","27,29","1,88","635,25","643,28","682,13","46,88"
4631,1/4/2026,4631 - Tejina (San Cristobal De La Laguna),R05,Z12,Tejina (San Cristobal De La Laguna),Aprendiz,NTC30,No veterana,25,"1.469,32",36.733,"447,28",456,"8,72","0,3093","0,315",-0,0,"7,71","7,46","7,6","-0,11","192,85","186,37",190,"-2,85"
4632,1/4/2026,4632 - Mula (Mula),R07,Z48,Mula (Mula),Veterana,NTC60,Veterana,25,"2.831,68",70.792,"869,56","904,08","34,52","0,3136","0,3254",-0,"0,0104","14,87","14,49","15,07","0,202","371,66","362,32","376,7","5,04"
4637,1/4/2026,4637 - C/ Toledo (Parla),R10,Z43,C/ Toledo (Parla),Veterana,NTC120,Veterana,24,"6.246,17",149.908,"1.864,13","1.998,75","134,63","0,2985","0,3201","-0,02","0,0051","32,79","31,07","33,31","0,52","787,02","745,65","799,5","12,48"
4641,1/4/2026,4641 - Jumilla (Jumilla),R07,Z08,Jumilla (Jumilla),Veterana,NTC15,Veterana,24,"906,92",21.766,"225,21","231,83","6,63","0,2492","0,2564","-0,07","-0,06","4,76","3,75","3,86","-0,9","114,27","90,08","92,73","-21,54"
4644,1/4/2026,4644 - Ctra. Toledo (Ciudad Real),R10,Z55,Ctra. Toledo (Ciudad Real),Veterana,NTC90,Veterana,24,"5.116,54",122.797,"1.465,13","1.546,25","81,13","0,2873","0,303","-0,03",-0,"26,86","24,42","25,77","-1,1","644,68","586,05","618,5","-26,18"
4655,1/4/2026,4655 - República Arxentina (Marin),R01,Z30,República Arxentina (Marin),Veterana,NTC60,Veterana,25,1.494,37.350,"446,32",499,"52,68","0,3043","0,3402",-0,"0,0252","7,84","7,44","8,32","0,473","196,09","185,97","207,92","11,83"
4659,1/4/2026,4659 - Sonseca (Sonseca),R10,Z55,Sonseca (Sonseca),Veterana,NTC60,Veterana,24,3.306,79.344,"932,08","982,33","50,25","0,2836","0,2985","-0,03","-0,02","17,36","15,54","16,37","-0,98","416,56","372,83","392,93","-23,62"
4660,1/4/2026,4660 - Señorío De Illescas (Illescas),R10,Z43,Señorío De Illescas (Illescas),Veterana,NTC120,Veterana,24,"7.462,38",179.097,"2.298,67","2.431,75","133,08","0,3089","0,3262",-0,"0,0112","39,18","38,31","40,53","1,35","940,26","919,47","972,7","32,44"
4661,1/4/2026,4661 - Cañada Real Mestas (Cordoba),R06,Z17,Cañada Real Mestas (Cordoba),Veterana,NTC90,Veterana,24,"5.172,46",124.139,"1.468,92","1.556,21","87,29","0,2863","0,3038","-0,03","-0,01","27,16","24,48","25,94","-1,22","651,73","587,57","622,48","-29,25"
4665,1/4/2026,4665 - Ctra. Alcañiz (Teruel),R03,Z13,Ctra. Alcañiz (Teruel),Veterana,NTC30,Veterana,23,"1.408,48",32.395,"479,09","490,74","11,65","0,3507","0,3601","0,0357","0,0451","7,39","7,99","8,18","0,784","170,07","183,65","188,12","18,04"
4670,1/4/2026,4670 - Huércal Overa (Huercal-Overa),R07,Z48,Huércal Overa (Huercal-Overa),Veterana,NTC30,Veterana,25,"1.630,52",40.763,"509,96","534,92","24,96","0,3116","0,3269",-0,"0,0119","8,56","8,5","8,91","0,355","214,01","212,48","222,88","8,88"
4671,1/4/2026,4671 - C. C. Arcca (Calahorra),R08,Z52,C. C. Arcca (Calahorra),Veterana,NTC60,Veterana,24,"3.264,46",78.347,"976,37",1.029,"52,63","0,2997","0,3161","-0,02","0,0011","17,14","16,27","17,15","0,012","411,32","390,55","411,6","0,28"
4673,1/4/2026,4673 - Vista Alegre (Zamora),R09,Z41,Vista Alegre (Zamora),Veterana,NTC30,Veterana,24,"1.502,88",36.069,476,"494,71","18,71","0,3202","0,3327","0,0052","0,0177","7,89","7,93","8,24","0,355","189,36","190,4","197,88","8,52"
4677,1/4/2026,4677 - Santidad (Arucas),R05,Z28,Santidad (Arucas),Veterana,NTC90,Veterana,25,"4.834,92",120.873,"1.354,72","1.425,08","70,36","0,2819","0,2963","-0,03","-0,02","25,38","22,58","23,75","-1,63","634,58","564,47","593,78","-40,8"
4678,1/4/2026,4678 - Avda. De La Cruz Roja (Arcos De La Frontera),R06,Z16,Avda. De La Cruz Roja (Arcos De La Frontera),Aprendiz,NTC60,No veterana,25,"2.975,44",74.386,"880,2","889,36","9,16","0,2975","0,3005","-0,02","-0,01","15,62","14,67","14,82","-0,8","390,53","366,75","370,57","-19,96"
4687,1/4/2026,4687 - Camí Dels Reis (Palma),R04,Z53,Camí Dels Reis (Palma),Veterana,NTC120,Veterana,24,"4.783,46",114.803,"1.673,75","1.764,29","90,54","0,3493","0,3681","0,0343","0,0531","25,11","27,9","29,41","4,29","602,72","669,5","705,72",103
4694,1/4/2026,4694 - P. C. Guadalquivir (Cordoba),R06,Z17,P. C. Guadalquivir (Cordoba),Veterana,NTC60,Veterana,24,"2.626,29",63.031,"656,04","773,42","117,37","0,2504","0,296","-0,06",-0,"13,79","10,93","12,89","-0,9","330,91","262,42","309,37","-21,55"
4697,1/4/2026,4697 - Zaramaga (Vitoria-Gasteiz),R08,Z42,Zaramaga (Vitoria-Gasteiz),Veterana,NTC60,Veterana,22,"3.738,32",82.243,"1.098,91","1.138,27","39,36","0,2943","0,3049",-0,-0,"19,63","18,32","18,97","-0,66","431,78","402,93","417,37","-14,41"
4701,1/4/2026,4701 - Barranco Seco (Las Palmas De Gran Canaria),R05,Z28,Barranco Seco (Las Palmas De Gran Canaria),Veterana,NTC120,Veterana,25,"5.839,48",145.987,"1.848,36","1.921,36",73,"0,3161","0,3289","0,0011","0,0139","30,66","30,81","32,02","1,36","766,43","770,15","800,57","34,13"
4708,1/4/2026,4708 - El Pallol (Reus),R02,Z05,El Pallol (Reus),Aprendiz,NTC60,No veterana,16,"2.176,56",34.825,"868,13","927,87","59,75","0,406","0,4358","0,091","0,1208","11,43","14,47","15,46","4,04","182,83","231,5","247,43","64,6"
4716,1/4/2026,4716 - Avda. Jaume I (Terrassa),R02,Z50,Avda. Jaume I (Terrassa),Veterana,NTC90,No veterana,23,"3.248,22",74.709,"1.121,83","1.163,52","41,7","0,3462","0,3585","0,0312","0,0435","17,05","18,7","19,39","2,34","392,22","430,03","446,02","53,79"
4727,1/4/2026,4727 - Buñol (Buñol),R03,Z01,Buñol (Buñol),Veterana,NTC90,Veterana,24,"5.714,25",137.142,"1.705,46","1.761,04","55,58","0,3004","0,3101","-0,01",-0,30,"28,42","29,35","-0,65",720,"682,18","704,42","-15,58"
4732,1/4/2026,4732 - San Juan De La Peña (Zaragoza),R08,Z22,San Juan De La Peña (Zaragoza),Veterana,NTC90,Veterana,24,"4.332,63",103.983,"1.324,96","1.378,17","53,21","0,3069","0,3194",-0,"0,0044","22,75","22,08","22,97","0,223","545,91","529,98","551,27","5,36"
4735,1/4/2026,4735 - Delicias (Valladolid),R09,Z27,Delicias (Valladolid),Veterana,NTC90,Veterana,24,"4.478,5",107.484,"1.360,12","1.407,42","47,29","0,3056","0,3168",-0,"0,0018","23,51","22,67","23,46","-0,1","564,29","544,05","562,97","-1,32"
4742,1/4/2026,4742 - Santa Isabel (Zaragoza),R08,Z22,Santa Isabel (Zaragoza),Veterana,NTC60,Veterana,24,"3.790,21",90.965,"1.099,92","1.169,71","69,79","0,2914","0,3096","-0,02",-0,"19,9","18,33","19,5","-0,4","477,57","439,97","467,88","-9,68"
4744,1/4/2026,4744 - Son Fuster (Palma),R04,Z53,Son Fuster (Palma),Veterana,NTC90,No veterana,24,"3.423,58",82.166,"1.325,88","1.398,67","72,79","0,3882","0,4096","0,0732","0,0946","17,97","22,1","23,31","5,34","431,37","530,35","559,47","128,1"
4745,1/4/2026,4745 - Tamarana (Las Palmas De Gran Canaria),R05,Z28,Tamarana (Las Palmas De Gran Canaria),Aprendiz,NTC90,No veterana,25,"4.019,96",100.499,"1.206,76","1.362,24","155,48","0,3042","0,3435",-0,"0,0285","21,11","20,11","22,7","1,6","527,62","502,82","567,6","39,98"
4766,1/4/2026,4766 - Ctra. De Cedeira (Naron),R01,Z38,Ctra. De Cedeira (Naron),Veterana,NTC60,Veterana,25,"1.886,12",47.153,"614,2","629,96","15,76","0,3279","0,3362","0,0129","0,0212","9,9","10,24","10,5","0,597","247,55","255,92","262,48","14,93"
4769,1/4/2026,4769 - Baricentro (Barbera Del Valles),R02,Z02,Baricentro (Barbera Del Valles),Veterana,NTC60,No veterana,24,"3.078,29",73.879,"920,46","949,54","29,08","0,3023","0,3118","-0,01",-0,"16,16","15,34","15,83","-0,34","387,86","368,18","379,82","-8,1"
4770,1/4/2026,4770 - Distrito Rosales (Badajoz),R10,Z31,Distrito Rosales (Badajoz),Veterana,NTC60,Veterana,25,2.780,69.500,"823,96","846,88","22,92","0,3039","0,3126","-0,01",-0,"14,6","13,73","14,12","-0,48","364,88","343,32","352,87","-12,01"
4771,1/4/2026,4771 - Fuente Álamo (Fuente Alamo De Murcia),R07,Z48,Fuente Álamo (Fuente Alamo De Murcia),Veterana,NTC120,Veterana,25,"1.918,16",47.954,"581,16",594,"12,84","0,3045","0,3115",-0,-0,"10,07","9,69","9,9","-0,17","251,76","242,15","247,5","-4,26"
4777,1/4/2026,4777 - C. C. La Rambla (Cartagena),R07,Z21,C. C. La Rambla (Cartagena),Veterana,NTC150,Veterana,25,"2.974,56",74.364,"810,2","831,12","20,92","0,273","0,2799",-0,"-0,04","15,62","13,5","13,85","-1,76","390,41","337,58","346,3","-44,11"
4778,1/4/2026,4778 - Solares (Medio Cudeyo),R09,Z51,Solares (Medio Cudeyo),Aprendiz,NTC30,No veterana,25,"615,16",15.379,"230,96","231,76","0,8","0,3882","0,3893","0,0732","0,0743","3,23","3,85","3,86","0,633","80,74","96,23","96,57","15,83"
4781,1/4/2026,4781 - Sa Pobla (Sa Pobla),R04,Z11,Sa Pobla (Sa Pobla),Aprendiz,NTC90,No veterana,6,"2.815,67",16.894,"1.437,17","1.568,33","131,17","0,5063","0,548","0,1913","0,233","14,78","23,95","26,14","11,36","88,69","143,72","156,83","68,14"
4785,1/4/2026,4785 - Vistahermosa (Aldeatejada),R09,Z41,Vistahermosa (Aldeatejada),Veterana,NTC60,Veterana,24,3.501,84.024,"1.077,37","1.112,71","35,33","0,3077","0,3177",-0,"0,0027","18,38","17,96","18,55","0,165","441,13","430,95","445,08","3,96"
4804,1/4/2026,4804 - C. C. Marineda City (A Coruña),R01,Z38,C. C. Marineda City (A Coruña),Aprendiz,NTC60,No veterana,25,"3.000,6",75.015,"1.091,56","1.127,68","36,12","0,3656","0,3776","0,0506","0,0626","15,75","18,19","18,8","3,04","393,83","454,82","469,87","76,04"
4808,1/4/2026,4808 - Villamediana De Iregua (Villamediana De Iregua),R08,Z52,Villamediana De Iregua (Villamediana De Iregua),Veterana,NTC60,No veterana,24,"3.358,33",80.600,"1.093,33","1.138,21","44,87","0,3269","0,3403","0,0119","0,0253","17,63","18,22","18,97","1,34","423,15","437,33","455,28","32,13"
4814,1/4/2026,4814 - Zarautz (Zarautz),R08,Z52,Zarautz (Zarautz),Veterana,NTC90,Veterana,23,"5.628,3",129.451,"1.922,57","2.003,96","81,39","0,3411","0,3554","0,0261","0,0404","29,55","32,04","33,4","3,85","679,62","736,98","768,18","88,57"
Todas las tiendas,1/4/2026,,,,,,,Sintética: todas,5.869,"3.412,48",20.027.849,"1.047,35","1.104,91","57,55","0,3139","0,3306",-0,"0,0156","17,92","17,46","18,41","0,5","105.146,21","102.448,57","108.078,37","2.932,16"
Tiendas Veteranas,1/4/2026,,,,,,,Veterana,4.542,"3.648,4",16.571.029,"1.097,84","1.160,36","62,52","0,3039","0,3208","-0,01","0,0058","19,15","18,3","19,34","0,185","86.997,9","83.106,73","87.839,25","841,35"
2004,1/5/2026,2004 - C. C. Pont De La Barca (Girona),R02,Z24,C. C. Pont De La Barca (Girona),Veterana,NTC90,Veterana,25,"4.828,56",120.714,"1.357,76","1.408,28","50,52","0,2831","0,2932","-0,03","-0,02","25,35","22,63","23,47","-1,88","633,75","565,73","586,78","-46,97"
2129,1/5/2026,2129 - Guadix (Guadix),R06,Z47,Guadix (Guadix),Aprendiz,NTC15,No veterana,24,"964,46",23.147,296,"304,79","8,79","0,3101","0,3191",-0,"0,0041","5,06","4,93","5,08","0,016","121,52","118,4","121,92","0,39"
2140,1/5/2026,2140 - La Garriga (La Garriga),R02,Z20,La Garriga (La Garriga),Veterana,NTC60,No veterana,25,"2.950,44",73.761,"1.129,08","1.185,4","56,32","0,3816","0,3994","0,0666","0,0844","15,49","18,82","19,76","4,27","387,25","470,45","493,92","106,67"
2183,1/5/2026,2183 - María Auxiliadora (Granada),R06,Z18,María Auxiliadora (Granada),Veterana,NTC90,Veterana,25,"4.344,6",108.615,"1.202,32","1.316,24","113,92","0,2762","0,3027","-0,04","-0,01","22,81","20,04","21,94","-0,87","570,23","500,97","548,43","-21,8"
2207,1/5/2026,2207 - C/ Nápoles (Barbera Del Valles),R02,Z02,C/ Nápoles (Barbera Del Valles),Veterana,NTC90,Veterana,24,"5.240,17",125.764,"1.666,04","1.693,58","27,54","0,3173","0,3226","0,0023","0,0076","27,51","27,77","28,23","0,716","660,26","666,42","677,43","17,17"
2231,1/5/2026,2231 - Sangonera La Verde (Murcia),R07,Z48,Sangonera La Verde (Murcia),Veterana,NTC30,Veterana,25,"1.886,68",47.167,"572,12","579,8","7,68","0,3041","0,3082",-0,-0,"9,9","9,54","9,66","-0,24","247,63","238,38","241,58",-6
2275,1/5/2026,2275 - Avda. Salamanca (Plasencia),R10,Z31,Avda. Salamanca (Plasencia),Veterana,NTC60,Veterana,25,"2.549,64",63.741,"732,92","830,48","97,56","0,2915","0,3298","-0,02","0,0148","13,39","12,21","13,84","0,456","334,64","305,38","346,03","11,39"
2316,1/5/2026,2316 - Barrio De Santa Bárbara (Soria),R10,Z23,Barrio De Santa Bárbara (Soria),Veterana,CIERRE,Veterana,25,"1.877,88",46.947,"616,04","642,32","26,28","0,3308","0,3446","0,0158","0,0296","9,86","10,27","10,71","0,846","246,47","256,68","267,63","21,16"
2319,1/5/2026,2319 - Villanueva De La Serena (Villanueva De La Serena),R10,Z31,Villanueva De La Serena (Villanueva De La Serena),Veterana,NTC30,Veterana,25,"1.968,68",49.217,619,"649,04","30,04","0,3165","0,3325","0,0015","0,0175","10,34","10,32","10,82","0,482","258,39","257,92","270,43","12,04"
2343,1/5/2026,2343 - Prolongación Ángel Bruna (Cartagena),R07,Z21,Prolongación Ángel Bruna (Cartagena),Veterana,NTC150,Veterana,25,"3.318,08",82.952,"853,04","880,2","27,16","0,2574","0,265","-0,06","-0,1","17,42","14,22","14,67","-2,75","435,5","355,43","366,75","-68,75"
2465,1/5/2026,2465 - Paseo Saladar (Denia),R03,Z40,Paseo Saladar (Denia),Veterana,NTC120,Veterana,25,2.792,69.800,"756,28","904,24","147,96","0,2709","0,3241","-0,04","0,0091","14,66","12,61","15,07","0,413","366,45","315,12","376,77","10,32"
2528,1/5/2026,2528 - Palma Nova (Calvia),R04,Z11,Palma Nova (Calvia),Veterana,NTC150,Veterana,25,"6.733,64",168.341,2.192,"2.344,76","152,76","0,325","0,347","0,01","0,032","35,35","36,53","39,08","3,73","883,79","913,33","976,98","93,19"
